,true_class,no_permute,gal_b2,gal_l2,hard_hs,hard_hm,hard_ms,var_inter_prob_b,var_inter_sigma_b,var_intra_prob_b,var_inter_index_b,kp_intra_prob_b,var_intra_index_b,h-csc,b-csc,m-csc,s-csc,u-csc,0p3_8_csc,FUV,NUV,u-sdss,g-sdss,r-sdss,i-sdss,z-sdss,W1,W2,W3,W4,4.5 microns (IRAC),8.0 microns (IRAC),24 microns (MIPS),J,H,K,3.6 microns (IRAC),5.8 microns (IRAC),G,Bp,Rp,B-R,G-J,G-W2,Bp-H,Bp-W3,Rp-K,J-H,J-W1,W1-W2
63,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN
64,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO
65,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN
66,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO
67,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX
68,YSO,CV,ULX,STAR,STAR,CV,CV,CV,CV,CV,CV,CV,CV,CV,CV,CV,CV,STAR,YSO,CV,CV,CV,CV,CV,CV,CV,CV,CV,CV,CV,CV,CV,CV,STAR,CV,CV,CV,CV,CV,CV,CV,CV,CV,CV,CV,CV,CV,CV,CV,CV
69,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO
70,HMXB,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO
71,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO
72,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR
73,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR
74,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR
75,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN
76,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR
77,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR
78,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR
79,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR
80,ULX,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB
81,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR
82,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR
83,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR
84,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,HMXB,ULX,ULX,ULX,ULX,ULX,AGN,ULX,ULX,ULX,AGN,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX
85,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN
86,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN
87,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR
88,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN
89,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN
90,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN
91,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR
92,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR
93,PULSAR,PULSAR,ULX,PULSAR,PULSAR,PULSAR,CV,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,CV,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,CV,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR
94,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR
95,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR
96,LMXB,LMXB,PULSAR,LMXB,LMXB,LMXB,LMXB,LMXB,LMXB,LMXB,LMXB,LMXB,LMXB,LMXB,LMXB,LMXB,LMXB,LMXB,LMXB,LMXB,LMXB,LMXB,LMXB,LMXB,LMXB,LMXB,LMXB,LMXB,LMXB,LMXB,LMXB,LMXB,LMXB,LMXB,LMXB,LMXB,LMXB,LMXB,LMXB,LMXB,LMXB,LMXB,LMXB,LMXB,LMXB,LMXB,LMXB,LMXB,LMXB,LMXB
97,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO
98,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN
99,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO
100,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR
101,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR
102,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB
103,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN
104,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR
105,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX
106,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO
107,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR
108,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN
109,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN
110,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN
111,AGN,HMXB,PULSAR,HMXB,HMXB,HMXB,PULSAR,HMXB,PULSAR,HMXB,HMXB,HMXB,HMXB,HMXB,PULSAR,HMXB,HMXB,HMXB,PULSAR,HMXB,HMXB,HMXB,AGN,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,PULSAR,HMXB,HMXB,HMXB,HMXB,HMXB,PULSAR,HMXB,HMXB,HMXB,PULSAR,YSO,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB
112,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR
113,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR
114,STAR,ULX,ULX,ULX,ULX,ULX,CV,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,CV,ULX,ULX
115,STAR,YSO,YSO,YSO,STAR,YSO,STAR,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,STAR,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,STAR,YSO,YSO,YSO,YSO,YSO,YSO,STAR,STAR,YSO,STAR,STAR,YSO,YSO,YSO,YSO,YSO,STAR,YSO,STAR,STAR,YSO,YSO
116,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN
117,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR
118,STAR,STAR,HMXB,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR
119,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN
120,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO
121,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX
122,LMXB,LMXB,LMXB,LMXB,LMXB,LMXB,LMXB,LMXB,LMXB,LMXB,LMXB,LMXB,LMXB,LMXB,LMXB,LMXB,LMXB,LMXB,LMXB,LMXB,LMXB,LMXB,LMXB,LMXB,LMXB,LMXB,LMXB,LMXB,LMXB,LMXB,LMXB,LMXB,LMXB,LMXB,LMXB,LMXB,LMXB,LMXB,LMXB,LMXB,LMXB,LMXB,LMXB,LMXB,LMXB,LMXB,LMXB,LMXB,LMXB,LMXB
123,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR
124,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN
125,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN
126,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN
127,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR
128,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR
